,salary,jobcity,gender,10percentage,10board,12percentage,12board,collegetier,degree,specialization,collegegpa,collegecitytier,collegestate,Tenure,Join_age,designations,Personality_ts
2354,550000,,m,78.4,State,83.0,State,1,Bachelors,CSE,77.0,1,Delhi,3,22,engineer,-0.15636
2355,380000,Gurgaon,m,81.4,State,82.8,State,2,Bachelors,CSE,73.5,0,Uttar Pradesh,1,23,engineer,-0.14807999999999993
2356,150000,Bangalore,m,70.56,State,57.58,State,2,Bachelors,CSE,58.0,0,Karnataka,1,24,developer,-0.54772
2357,370000,Bangalore,m,81.2,State,85.1,State,2,Bachelors,ECE,85.1,0,Uttarakhand,2,22,engineer,-0.3087
2358,420000,Noida,m,65.2,State,60.4,State,2,Bachelors,CSE,65.0,0,Uttar Pradesh,4,25,engineer,0.12735999999999997
2359,180000,Gurgaon,f,82.2,State,76.0,State,2,Bachelors,CSE,76.62,0,Punjab,1,22,developer,0.6599999999999998
2360,265000,new delhi,f,71.0,State,70.0,State,2,Bachelors,CSE,74.0,0,Haryana,4,21,others,-0.17016
2361,360000,Bangalore,m,85.16,State,85.9,State,2,Bachelors,ECE,81.0,0,Telangana,1,21,developer,0.29434000000000005
2362,105000,Bangalore,m,77.7,State,64.1,State,2,Bachelors,CSE,76.2,1,Tamil Nadu,2,22,others,-0.572354000000002
2363,440000,Tirupati,m,90.0,State,79.1,State,2,Bachelors,ME,75.45,0,Andhra Pradesh,4,23,engineer,-0.08374000000000001
2364,265000,Gurgaon,m,82.0,State,78.0,State,2,Bachelors,ECE,64.0,0,Haryana,1,22,analyst,-0.8023
2365,310000,Pune,f,82.26,State,81.33,State,2,Bachelors,ECE,78.9,0,Maharashtra,2,22,developer,1.2459599999999997
2366,220000,Chennai,m,92.8,State,91.83,State,2,Bachelors,CSE,70.9,0,Tamil Nadu,1,21,engineer,0.031059999999999987
2367,115000,Gurgaon,m,79.0,State,79.4,State,2,Bachelors,ME,68.58,0,Punjab,0,22,engineer,-0.21746000000000004
2368,350000,New Delhi,m,87.4,State,90.2,State,1,Bachelors,CSE,76.1,1,Delhi,1,22,engineer,-0.19226000000000001
2369,480000,Gonda,m,62.0,n/a,62.0,n/a,2,Bachelors,CSE,74.0,0,Uttar Pradesh,3,23,analyst,-0.11264
2370,360000,,m,75.0,State,62.8,State,2,Bachelors,EEE,64.7,0,Uttar Pradesh,3,22,manager,-0.8929
2371,300000,New Delhi,m,73.8,State,68.8,State,2,Bachelors,ECE,75.14,1,Delhi,1,23,analyst,-0.15441999999999995
2372,400000,hyderabad,m,88.6,State,94.7,State,2,Bachelors,CSE,75.4,0,Andhra Pradesh,1,21,engineer,-0.3108599999999999
2373,600000,jamnagar,m,87.4,State,83.4,State,2,Bachelors,ME,73.8,0,Madhya Pradesh,1,22,engineer,0.42074
2374,120000,KOLKATA,m,71.13,State,66.0,State,2,Bachelors,ECE,77.7,1,West Bengal,1,23,others,0.7762
2375,180000,Noida,m,65.66,State,71.66,State,2,Bachelors,ECE,65.0,0,Uttar Pradesh,1,23,executive,0.46756000000000003
2376,375000,New Delhi,f,85.6,State,76.4,State,1,Bachelors,CSE,80.26,1,Delhi,1,23,engineer,0.60732
2377,335000,Bangalore,m,80.0,State,77.0,State,2,Bachelors,ECE,75.0,0,Uttarakhand,1,23,analyst,-3.3939800000000004
2378,300000,Mumbai,f,77.8,State,79.2,State,2,Bachelors,ECE,73.3,0,Punjab,0,22,engineer,-0.05948000000000001
2379,105000,Bangalore,m,57.0,State,63.0,State,2,Bachelors,CSE,61.02,0,Punjab,1,24,developer,0.09104000000000001
2380,320000,Raipur,m,82.0,n/a,53.0,n/a,2,Bachelors,ME,71.0,0,Orissa,3,22,engineer,-1.0695000000000001
2381,505000,Hyderabad,m,85.0,n/a,93.8,n/a,2,Bachelors,CSE,68.5,0,Andhra Pradesh,4,22,engineer,-0.18153999999999998
2382,400000,New Delhi,m,71.71,State,74.0,State,1,Bachelors,CSE,63.6,0,Kerala,3,24,others,-0.73902
2383,505000,Bhubaneswar,m,86.37,State,80.5,State,2,Bachelors,ECE,79.98,0,Orissa,1,21,engineer,-0.07465999999999999
2384,930000,New Delhi,f,88.57,State,91.0,State,2,Bachelors,CSE,76.32,0,Uttar Pradesh,2,22,engineer,-0.49266
2385,325000,Mysore,f,92.8,State,74.6,State,2,Bachelors,CSE,76.0,0,Orissa,1,23,engineer,0.20488
2386,505000,Pune,m,88.6,State,88.93,State,2,Bachelors,CSE,69.12,0,Haryana,3,22,engineer,-0.65872
2387,330000,,m,79.2,State,76.6,State,1,Bachelors,CSE,70.0,1,Delhi,2,21,engineer,0.32386
2388,505000,Pune,m,86.0,State,83.8,State,2,Bachelors,CSE,71.4,0,Madhya Pradesh,4,22,senior,-0.30701999999999996
2389,180000,Bangalore,m,59.05,n/a,46.33,n/a,2,Bachelors,ME,65.0,0,Karnataka,2,23,engineer,-1.1571799999999999
2390,530000,Chennai,m,86.0,n/a,95.0,n/a,2,Bachelors,ECE,72.0,0,Andhra Pradesh,4,22,analyst,-0.5447
2391,350000,Bangalore,f,85.2,State,73.2,State,2,Bachelors,CSE,76.36,0,Uttar Pradesh,2,22,engineer,0.23280000000000003
2392,240000,,m,81.0,State,83.6,State,2,Bachelors,ECE,79.9,1,West Bengal,2,23,engineer,0.43204000000000004
2393,650000,Hyderabad,m,83.8,State,75.2,State,2,Bachelors,ECE,66.61,0,Uttar Pradesh,5,21,analyst,-0.41084
2394,345000,chennai ,m,89.4,State,86.4,State,2,Bachelors,EEE,72.62,0,Uttar Pradesh,1,24,analyst,0.5888
2395,400000,Pune,f,85.6,State,84.4,State,2,Bachelors,CSE,71.8,0,Uttar Pradesh,0,25,engineer,-1.1872
2396,240000,Pune,m,83.4,State,80.4,State,2,Bachelors,ECE,74.5,0,Andhra Pradesh,1,23,engineer,-3.44376
2397,390000,New Delhi,m,63.0,State,56.0,State,2,Bachelors,ECE,61.4,0,Uttar Pradesh,1,26,manager,0.37255999999999984
2399,325000,Noida,m,92.6,State,91.6,State,1,Bachelors,ECE,79.74,1,Delhi,1,23,engineer,0.2756
2400,490000,Mysore,m,89.0,State,75.0,State,2,Bachelors,ECE,76.6,0,Orissa,4,23,engineer,-0.11948000000000003
2401,310000,Pune ,m,80.33,State,81.0,State,2,Bachelors,ECE,78.5,0,Madhya Pradesh,1,23,engineer,0.27522
2402,550000,Gurgaon,m,52.0,State,55.0,State,2,Bachelors,CSE,68.0,1,Rajasthan,2,25,consultant,0.08549999999999998
2403,250000,Mysore,f,80.0,State,90.0,State,2,Bachelors,ECE,79.0,1,Telangana,0,23,engineer,-0.24070000000000005
2404,300000,Bangalore,m,80.0,State,80.6,State,2,Bachelors,CSE,71.9,0,Kerala,1,22,analyst,0.29802
2405,350000,Chandigarh,m,66.0,State,64.0,State,2,Bachelors,ECE,68.0,0,Uttar Pradesh,2,22,engineer,0.14552
2406,300000,orissa,m,79.66,State,87.0,State,2,Bachelors,ME,74.1,0,Andhra Pradesh,1,21,engineer,-0.46487399999999984
2408,325000,Hyderabad,f,86.6,State,88.5,State,2,Bachelors,ECE,67.17,1,Telangana,0,23,analyst,0.20329999999999998
2409,680000,Bangalore,m,77.0,State,66.0,State,2,Masters,CSE,70.0,0,Madhya Pradesh,4,26,engineer,0.1492
2410,90000,Pune,m,66.8,State,56.0,State,2,Bachelors,CSE,52.0,1,Maharashtra,1,24,engineer,-0.21525999999999995
2411,390000,,m,81.6,State,81.8,State,2,Bachelors,CSE,65.2,1,Rajasthan,2,23,engineer,0.5206
2412,1000000,Vadodara,m,86.0,State,70.0,State,2,Bachelors,ME,68.31,0,Gujarat,5,22,manager,-0.23444000000000004
2413,150000,Navi Mumbai,m,74.67,State,69.5,State,2,Masters,other,69.0,1,Maharashtra,1,21,engineer,0.40169999999999806
2415,220000,Hyderabad,m,73.2,State,74.3,State,2,Bachelors,CSE,65.0,0,Karnataka,1,23,others,0.03901999999999998
2416,300000,Bangalore,f,78.0,State,50.0,State,2,Bachelors,CSE,61.0,0,Karnataka,2,22,others,0.22843999999999998
2417,305000,Pune,m,68.5,State,64.5,State,2,Bachelors,CSE,70.3,1,Tamil Nadu,0,24,analyst,0.07644000000000008
2418,140000,Hyderabad,m,72.0,State,70.0,State,2,Bachelors,CSE,70.0,0,Andhra Pradesh,1,23,developer,0.61916
2419,345000,Pune,m,95.54,State,90.0,State,1,Bachelors,CE,59.0,1,Maharashtra,1,22,engineer,-0.02837999999999997
2420,105000,Bangalore,f,90.0,State,88.2,State,2,Bachelors,CSE,69.0,0,Andhra Pradesh,1,23,designer,-0.72156
2421,240000,Hyderabad,f,75.4,State,75.6,State,2,Bachelors,CSE,80.7,0,Orissa,2,22,designer,0.8269599999999999
2422,130000,,m,58.0,State,64.0,State,2,Bachelors,CSE,62.0,0,Uttar Pradesh,1,22,analyst,0.05019999999999998
2423,100000,Chennai,f,85.6,State,79.9,State,2,Bachelors,ECE,78.0,0,Tamil Nadu,1,22,developer,0.15531999999999999
2424,620000,Bangalore,m,88.5,State,95.9,State,2,Bachelors,CSE,81.2,0,Andhra Pradesh,4,21,engineer,0.02212000000000001
2425,750000,Gurgaon,m,92.4,State,83.6,State,1,Masters,CSE,80.0,1,Delhi,1,25,engineer,-0.33138
2426,265000,Bangalore,m,78.0,State,77.0,State,2,Bachelors,ECE,83.0,1,West Bengal,0,25,developer,0.17453999999999997
2427,200000,Hyderabad,m,78.5,State,83.0,State,2,Bachelors,ECE,77.72,0,Telangana,1,21,engineer,0.46832
2428,315000,Bangalore,m,81.5,State,82.3,State,2,Bachelors,ECE,77.0,1,Tamil Nadu,1,21,engineer,0.14526000000000003
2429,460000,Gurgaon,m,87.0,State,81.0,State,2,Bachelors,CSE,74.44,0,Haryana,2,23,engineer,-0.55122
2430,400000,Pune,m,67.0,State,62.8,State,2,Bachelors,ECE,70.9,0,Madhya Pradesh,2,23,senior,0.26474000000000003
2431,135000,Noida,m,55.3,State,72.0,State,2,Bachelors,CSE,71.0,0,Uttar Pradesh,1,26,engineer,-0.54062
2432,120000,Noida,m,50.0,State,57.0,State,2,Bachelors,CSE,65.06,0,Uttar Pradesh,1,21,engineer,0.05646000000000001
2433,400000,Bangalore,m,75.4,State,60.2,State,2,Bachelors,CSE,78.78,0,Madhya Pradesh,2,22,developer,-0.05260000000000002
2434,85000,Hyderabad,m,70.14,State,50.0,State,2,Bachelors,CSE,70.0,0,Orissa,1,23,developer,0.19332
2435,360000,Chennai ,m,76.0,State,79.9,State,2,Masters,ME,80.6,1,Tamil Nadu,0,25,engineer,-0.24234
2436,250000,Faridabad,m,72.8,State,79.2,State,2,Bachelors,ECE,68.4,0,Haryana,1,22,engineer,0.004880000000000012
2437,120000,Bangalore,m,71.0,State,73.0,State,2,Bachelors,CSE,69.2,0,Tamil Nadu,1,23,others,0.11364
2438,335000,Pune,m,77.0,State,75.0,State,2,Bachelors,ECE,62.0,0,Maharashtra,2,23,analyst,0.7123
2439,340000,Chennai,m,82.0,State,81.9,State,2,Bachelors,EEE,80.2,0,Tamil Nadu,3,22,analyst,-0.027140000000000025
2440,300000,New Delhi,m,54.0,n/a,64.0,n/a,2,Bachelors,CSE,67.3,0,Uttar Pradesh,3,22,senior,-0.07621999999999998
2441,225000,Kochi/Cochin,f,83.0,State,72.0,State,2,Bachelors,ECE,76.0,0,Orissa,1,22,engineer,-0.5617
2442,60000,Pondicherry,m,56.0,State,75.0,State,2,Masters,CSE,71.0,0,Tamil Nadu,1,23,others,0.28892
2443,110000,kharagpur,m,80.0,State,76.0,State,2,Bachelors,ME,80.6,0,Chhattisgarh,1,21,others,-0.6454
2444,315000,Bangalore,m,75.4,State,68.8,State,2,Bachelors,CSE,79.0,0,Madhya Pradesh,1,21,engineer,0.29826
2445,105000,Hyderabad,m,83.0,State,81.0,State,2,Bachelors,ECE,65.21,1,Telangana,0,23,consultant,-0.09305999999999995
2446,300000,Trivandrum ,f,87.23,State,76.12,State,2,Bachelors,ECE,63.58,0,Maharashtra,0,23,engineer,0.32765999999999995
2447,320000,Bangalore,m,78.16,n/a,84.28,n/a,2,Bachelors,CSE,62.0,0,Karnataka,3,22,analyst,0.013140000000000018
2448,180000,Bangalore,m,85.5,n/a,81.1,n/a,2,Bachelors,CSE,72.44,0,Telangana,2,23,developer,-0.30446
2449,440000,Bangalore,m,85.0,State,82.0,State,2,Bachelors,CSE,81.0,0,Uttar Pradesh,0,24,analyst,-0.20718
2450,345000,"Navi Mumbai , Hyderabad",m,87.0,State,95.0,State,2,Bachelors,ECE,72.38,0,Andhra Pradesh,1,22,others,-0.6698999999999999
2451,350000,Noida,m,85.0,State,76.0,State,2,Bachelors,CSE,71.0,1,Rajasthan,2,22,manager,0.93276
2452,215000,Bangalore,m,74.0,State,50.0,State,2,Bachelors,ME,65.0,1,Karnataka,1,23,others,0.0010800000000000143
2453,250000,Gurgaon,m,70.0,State,77.4,State,2,Bachelors,CSE,83.0,0,Uttar Pradesh,1,22,developer,0.053639999999999986
2454,330000,Pune,m,73.6,State,75.0,State,2,Bachelors,EEE,87.56,0,Uttar Pradesh,1,22,developer,0.63972
2455,340000,Hyderabad,m,77.33,State,88.5,State,2,Masters,CSE,73.14,0,Tamil Nadu,1,23,others,-0.51186
2456,200000,Noida,m,83.0,State,79.4,State,2,Bachelors,EEE,61.0,0,Uttar Pradesh,0,23,executive,-0.16608
2457,180000,Faridabad,m,73.0,State,70.6,State,2,Bachelors,ME,72.0,0,Punjab,0,22,executive,0.32216
2458,280000,,m,61.8,n/a,55.4,n/a,2,Masters,CSE,64.15,0,Uttarakhand,3,24,others,-0.12597999999999998
2459,325000,pune,f,75.0,State,71.8,State,2,Bachelors,CSE,75.5,0,Uttar Pradesh,1,22,engineer,0.235386
2460,315000,Pune,m,86.2,State,82.6,State,2,Bachelors,ECE,72.81,0,Punjab,1,22,analyst,0.3180199999999999
2461,120000,Visakhapatnam,m,83.0,State,80.0,State,2,Masters,CSE,69.58,0,Andhra Pradesh,1,23,developer,0.28082
2462,350000,Noida,m,83.0,State,80.8,State,2,Bachelors,CSE,70.24,0,Uttar Pradesh,1,22,developer,-0.39916
2463,455000,Bangalore,m,68.0,n/a,59.2,n/a,2,Bachelors,CSE,92.0,1,Tamil Nadu,4,24,engineer,0.20845999999999992
2464,360000,Hyderabad,m,64.0,State,61.0,State,2,Bachelors,CSE,63.0,0,Uttarakhand,0,22,developer,-1.09812
2465,290000,Chennai,m,68.5,State,85.2,State,2,Bachelors,CSE,73.4,0,Andhra Pradesh,2,21,engineer,-0.84134
2466,360000,Bangalore,f,91.0,n/a,91.0,n/a,2,Bachelors,EIE,81.0,0,Tamil Nadu,3,21,engineer,-0.5767939999999999
2467,230000,Hyderabad,m,82.5,State,95.7,State,2,Bachelors,EEE,72.0,1,Telangana,1,22,engineer,0.9834400000000001
2468,430000,New Delhi,m,74.0,State,82.3,State,2,Bachelors,CSE,75.5,1,Delhi,2,23,others,0.45858
2469,290000,Joshimath,m,67.0,State,76.0,State,2,Bachelors,CE,58.0,0,Uttarakhand,3,21,engineer,-1.682074
2470,180000,Delhi,m,85.0,State,79.0,State,2,Bachelors,CSE,66.0,0,Haryana,1,23,engineer,-0.6901999999999999
2471,325000,Pune,f,78.0,State,75.85,State,2,Bachelors,ECE,73.9,0,Madhya Pradesh,2,22,analyst,0.25695999999999997
2472,1000000,Noida,m,84.0,State,81.0,State,2,Bachelors,CSE,73.3,0,Jharkhand,0,24,engineer,-0.003960000000000008
2473,240000,Bangalore,m,94.4,State,78.67,State,2,Bachelors,ECE,62.0,1,Karnataka,1,22,engineer,-0.53878
2474,335000,Kolkata,f,85.38,State,78.0,State,2,Bachelors,CSE,82.1,0,West Bengal,1,24,analyst,-0.005159999999999998
2475,705000,New Delhi,m,90.0,State,92.0,State,2,Bachelors,ECE,76.4,1,Delhi,1,23,analyst,-0.007279999999999986
2476,500000,chandigarh,m,77.0,State,76.0,State,2,Bachelors,ECE,76.5,0,Punjab,5,21,engineer,-1.17998
2477,100000,Bhubaneswar,f,86.5,State,58.04,State,2,Bachelors,ECE,68.0,0,Orissa,0,23,others,0.27527999999999997
2478,150000,Chennai,m,87.0,State,91.8,State,2,Bachelors,ME,74.0,0,Andhra Pradesh,0,22,engineer,0.45439999999999997
2479,450000,Pune,m,75.4,State,65.2,State,2,Bachelors,CSE,76.0,0,Punjab,1,23,engineer,-0.48346
2480,170000,Chennai,f,89.0,State,79.0,State,2,Bachelors,CSE,68.0,0,Tamil Nadu,1,21,engineer,0.34346
2481,325000,,m,76.0,State,78.0,State,2,Bachelors,other,77.8,0,Tamil Nadu,1,23,engineer,-0.6248940000000001
2482,300000,Gurgaon,m,73.6,State,68.2,State,2,Bachelors,ECE,65.8,0,Maharashtra,1,24,others,0.05989999999999999
2483,560000,Hyderabad,m,87.33,n/a,89.0,n/a,2,Bachelors,CSE,75.4,1,Telangana,2,22,engineer,0.38314000000000004
2484,300000,delhi,f,81.6,State,74.4,State,2,Bachelors,ECE,72.0,0,Himachal Pradesh,0,22,others,0.45654000000000006
2485,240000,Bangalore ,m,74.0,State,74.0,State,2,Bachelors,CSE,72.0,0,Tamil Nadu,1,23,engineer,-0.67308
2486,120000,Noida,m,81.2,State,78.0,State,2,Bachelors,CSE,70.0,0,Uttar Pradesh,1,22,developer,-0.37386
2487,145000,Bangalore ,m,81.6,State,77.0,State,2,Bachelors,ECE,66.46,1,Karnataka,0,22,engineer,0.014100000000000012
2488,350000,Bathinda,m,63.0,State,61.0,State,2,Bachelors,other,61.0,0,Punjab,2,24,manager,-0.44350000000000006
2489,510000,Hyderabad,m,83.4,State,77.4,State,1,Bachelors,EEE,70.0,0,Uttar Pradesh,4,23,others,0.07372000000000002
2490,80000,Pune,m,85.6,n/a,79.8,n/a,2,Bachelors,CSE,66.64,0,Uttar Pradesh,1,23,trainee,-0.06018
2491,240000,Chennai,m,75.4,State,74.7,State,2,Bachelors,CSE,63.1,0,Tamil Nadu,2,24,engineer,-0.3453
2492,340000,Pune,m,91.6,State,85.6,State,1,Bachelors,ECE,72.7,1,Delhi,1,21,engineer,0.10869999999999999
2493,1745000,Johannesburg,m,87.6,State,79.8,State,2,Bachelors,EIE,83.4,0,Orissa,2,21,engineer,-0.25224
2494,340000,PUNE,f,86.92,State,76.0,State,2,Bachelors,CSE,72.0,0,Maharashtra,1,23,others,-0.38242000000000004
2495,325000,Lucknow,m,88.6,State,83.25,State,2,Bachelors,ECE,86.0,0,Uttar Pradesh,1,22,engineer,0.03138000000000002
2496,180000,Kanpur,f,69.0,State,77.0,State,2,Bachelors,ECE,78.0,0,Uttar Pradesh,0,24,associate,-0.08079999999999994
2497,180000,Noida,m,58.2,State,67.6,State,2,Bachelors,CSE,56.1,0,Uttar Pradesh,1,24,engineer,-0.53444
2498,240000,Greater Noida,m,78.0,State,80.6,State,2,Bachelors,ECE,72.04,0,Uttar Pradesh,1,22,engineer,0.012139999999999995
2499,300000,Bhubaneshwar,m,75.0,State,71.5,State,2,Bachelors,EEE,64.0,0,Uttar Pradesh,1,25,engineer,-0.11974
2500,145000,Faridabad,m,79.8,State,76.8,State,2,Bachelors,ME,72.18,0,Punjab,1,22,engineer,0.8219999999999998
2501,355000,Chennai,m,86.5,State,87.5,State,2,Bachelors,ECE,68.0,0,Kerala,2,23,engineer,-0.09347400000000003
2502,530000,Bangalore,m,95.04,State,87.0,State,2,Bachelors,CSE,86.5,0,Karnataka,3,22,engineer,-0.2434
2503,360000,Noida,m,81.0,State,73.0,State,2,Bachelors,CSE,61.6,0,Uttar Pradesh,1,22,others,-0.11214000000000002
2504,400000,Chennai,m,86.2,State,91.33,State,2,Bachelors,CSE,84.0,1,Tamil Nadu,2,22,developer,-0.9734400000000001
2505,570000,Bangalore,m,87.0,State,80.0,State,2,Bachelors,CSE,84.0,0,Himachal Pradesh,1,20,engineer,0.26808
2506,200000,Indore,m,62.0,State,67.0,State,2,Bachelors,CSE,67.0,0,Madhya Pradesh,0,27,engineer,-0.10097399999999998
2507,430000,Bangalore,m,80.0,State,91.4,State,2,Bachelors,CSE,80.5,1,Telangana,2,22,developer,-0.20963999999999974
2508,130000,mohali,m,60.0,State,54.66,State,2,Bachelors,CSE,75.0,0,Punjab,1,24,developer,0.1941
2509,625000,Gurgaon,f,95.6,State,94.4,State,1,Bachelors,ECE,76.5,1,Delhi,2,22,analyst,0.28002000000000005
2510,150000,Gurgaon,m,72.0,State,64.0,State,2,Masters,CSE,72.0,0,Uttarakhand,0,23,developer,0.004600000000000004
2511,180000,,f,81.3,State,82.9,State,2,Bachelors,CSE,91.0,0,Punjab,0,22,developer,0.18246
2512,325000,Hyderabad,m,77.0,State,66.8,State,2,Bachelors,EEE,78.0,0,Orissa,1,24,engineer,-0.09627999999999999
2513,400000,Bangalore,m,87.2,State,71.0,State,2,Bachelors,CSE,69.62,0,Uttarakhand,1,23,engineer,0.37328
2514,600000,Lucknow,m,60.83,State,70.4,State,2,Bachelors,CSE,70.38,0,Uttar Pradesh,4,23,engineer,0.40074000000000004
2515,310000,Noida,f,95.0,State,89.0,State,2,Bachelors,CSE,77.0,0,Haryana,1,22,engineer,0.46160000000000007
2516,305000,Pune,m,76.4,State,73.8,State,2,Bachelors,ECE,75.0,0,Madhya Pradesh,1,23,engineer,-0.31296
2517,180000,kala amb ,m,68.0,State,74.0,State,2,Bachelors,ME,71.2,0,Punjab,1,22,engineer,-0.2585
2518,310000,Bhubaneswar,m,70.2,n/a,55.0,n/a,2,Masters,CSE,87.0,0,Orissa,3,24,engineer,-0.8779599999999999
2519,205000,HYDERABAD,f,74.0,State,62.0,State,2,Bachelors,ECE,71.0,1,Telangana,1,23,analyst,-0.2891400000000003
2520,110000,,m,76.2,State,65.2,State,2,Bachelors,CSE,69.1,0,Madhya Pradesh,1,23,engineer,-0.4885
2521,120000,Hyderabad,f,78.8,n/a,88.9,n/a,2,Bachelors,ECE,65.8,1,Telangana,1,25,engineer,-0.50412
2522,365000,Jodhpur,m,63.6,State,69.33,State,2,Bachelors,other,63.41,0,Uttarakhand,1,24,manager,0.23077999999999999
2523,475000,,m,82.4,State,74.4,State,2,Bachelors,CSE,76.09,0,Madhya Pradesh,3,21,others,-0.209474
2524,195000,Kochi/Cochin,m,69.0,State,65.0,State,2,Bachelors,ECE,61.8,0,Uttar Pradesh,1,24,associate,0.12818000000000004
2525,120000,Pune,m,71.33,State,66.46,State,2,Bachelors,CSE,60.0,0,Rajasthan,1,22,engineer,0.79388
2526,300000,Noida,m,78.3,State,81.0,State,2,Bachelors,CSE,78.0,0,Punjab,1,21,others,-0.6573399999999999
2527,300000,Hyderabad,m,79.8,State,78.5,State,2,Bachelors,ECE,61.0,1,Telangana,0,21,others,0.19849999999999998
2528,180000,Pune,f,67.8,n/a,65.2,n/a,2,Bachelors,CSE,72.18,0,Madhya Pradesh,1,23,engineer,0.05040000000000002
2529,320000,PUNE,m,83.2,State,72.2,State,2,Bachelors,CSE,64.09,1,Rajasthan,2,22,engineer,0.12945999999999996
2530,180000,,f,82.0,State,74.4,State,1,Bachelors,CSE,72.34,0,Haryana,1,21,developer,0.07185999999999998
2531,245000,New Delhi,m,68.0,State,53.0,State,2,Masters,CSE,76.0,0,Uttar Pradesh,1,22,engineer,0.5035000000000001
2532,370000,Chandigarh,m,74.6,State,80.8,State,2,Bachelors,ECE,72.45,0,Uttar Pradesh,5,22,engineer,0.70978
2533,400000,Coimbatore,f,88.0,State,92.0,State,1,Bachelors,ECE,90.1,1,Karnataka,1,21,engineer,-0.023739999999999994
2534,200000,bangalore,m,94.16,State,95.5,State,2,Bachelors,ECE,83.62,1,Telangana,2,22,others,0.50706
2535,120000,Karnal,m,82.0,State,72.0,State,2,Bachelors,CSE,64.0,0,Haryana,0,23,others,0.1252000000000002
2536,350000,Mumbai,m,59.0,State,65.2,State,2,Bachelors,CSE,73.32,0,Uttar Pradesh,3,24,engineer,0.06934
2537,180000,New Delhi,f,69.4,State,72.4,State,2,Bachelors,CSE,78.6,0,Uttar Pradesh,3,22,analyst,-0.46202
2538,240000,Noida,m,64.0,State,77.0,State,2,Bachelors,ECE,66.0,0,Uttar Pradesh,1,22,engineer,-0.54926
2539,200000,Noida,m,78.57,State,71.52,State,2,Bachelors,ECE,70.87,0,Maharashtra,1,23,engineer,-0.40976
2540,310000,Hyderabad,f,76.8,State,80.8,State,2,Bachelors,CSE,64.3,1,Telangana,3,22,analyst,-0.05034000000000001
2541,2000000,LONDON,m,90.0,State,89.4,State,1,Bachelors,CSE,83.7,0,Uttar Pradesh,0,22,others,0.18708000000000005
2542,180000,Kota,m,75.0,State,82.4,State,2,Bachelors,ECE,78.4,0,Madhya Pradesh,1,22,engineer,-0.5742799999999999
2543,480000,Bangalore,m,89.0,State,59.0,State,2,Bachelors,ECE,65.6,0,Tamil Nadu,4,22,others,0.30416000000000004
2544,420000,Bangalore,m,80.16,State,65.83,State,2,Bachelors,CSE,72.73,0,Karnataka,3,22,engineer,-0.47888000000000003
2545,180000,Lucknow,m,63.0,State,56.0,State,2,Bachelors,ME,63.0,0,Uttar Pradesh,1,24,engineer,0.9815000000000002
2546,205000,Noida,m,76.0,State,68.2,State,2,Bachelors,ECE,70.0,0,Haryana,1,22,engineer,0.6765599999999999
2547,315000,Bangalore,m,88.2,State,76.5,State,2,Bachelors,ECE,68.34,0,Orissa,1,22,engineer,-0.9830199999999998
2548,70000,Kolkata,m,70.25,State,68.6,State,2,Bachelors,CSE,80.02,1,West Bengal,0,25,developer,-0.49901999999999996
2549,630000,Mumbai,f,82.13,State,78.5,State,2,Bachelors,CSE,62.13,1,Maharashtra,4,22,developer,-0.10702
2550,395000,Bangalore,m,92.8,State,80.0,State,2,Bachelors,ECE,75.69,1,Karnataka,4,23,engineer,-0.53698
2551,495000,hyderabad,f,91.4,State,93.0,State,2,Bachelors,CSE,70.8,1,Telangana,3,22,others,-0.29212000000000005
2552,200000,Bangalore,f,84.96,State,56.17,State,2,Bachelors,CSE,60.78,0,Karnataka,1,23,engineer,0.8230600000000001
2553,335000,Pune,m,68.0,State,78.0,State,2,Bachelors,CSE,63.2,0,Madhya Pradesh,1,23,analyst,-0.46018
2554,430000,Kolkata,f,61.0,n/a,63.0,n/a,2,Bachelors,EEE,65.0,0,Orissa,4,23,engineer,0.6347200000000001
2555,510000,,m,88.76,State,85.2,State,1,Bachelors,CSE,78.16,0,Chhattisgarh,2,21,engineer,-0.34646
2556,315000,Pune,m,70.0,State,72.0,State,2,Bachelors,CSE,55.0,1,Maharashtra,3,23,engineer,-0.3386
2557,340000,Kolkata,m,73.37,State,66.8,State,2,Bachelors,CSE,76.8,1,West Bengal,1,22,analyst,1.71706
2558,600000,Bangalore,f,95.6,State,81.6,State,2,Bachelors,CSE,88.0,0,Jharkhand,1,23,analyst,0.27606
2559,155000,Bangalore,m,79.2,State,67.2,State,2,Bachelors,EEE,66.85,1,Karnataka,1,22,engineer,0.5293199999999999
2560,300000,Mysore,f,68.6,State,71.8,State,2,Bachelors,CSE,74.38,0,Madhya Pradesh,0,25,engineer,0.042740000000000056
2561,140000,Jaipur,f,84.33,State,80.8,State,2,Bachelors,CSE,74.78,1,Rajasthan,1,23,developer,0.42166
2562,315000,Chennai,m,85.33,State,89.0,State,2,Bachelors,ECE,77.07,1,Telangana,1,21,developer,0.62318
2563,80000,Ghaziabad,m,51.6,State,52.0,State,2,Masters,CSE,74.0,0,Uttar Pradesh,2,23,engineer,-0.14606
2564,360000,Chennai,m,78.5,State,82.0,State,2,Masters,CSE,77.0,1,Telangana,4,24,engineer,0.16432000000000002
2565,1800000,Panchkula,f,81.3,State,77.0,State,2,Bachelors,CSE,79.9,0,Punjab,0,22,developer,0.23218
